PP,SIFTR,Polyphen2R,Polyphen2P,PROVEANR,PROVEANP,CADDS,CADDR,CADDP,fathmmS,fathmmR,fathmmP,phyloP,phyloPR,Class,Tissue_Type,TP53_Mutation,KRAS_Mutation,BRCA1_Mutation,POLB_Expression,Cancer_Type
6,0.4156010689740228,0.4555594842539811,2,0.5820252843267368,0,3.632697882649258,0.4125342789004506,24.116636682075438,0.5853920429429711,0.2781425987347578,0,2.2540194794985187,0.35573977125374656,0,Prostate,0,0,0,0.5695530743273248,Prostate
2,0.48561831047296944,0.7927438258929953,-1,0.38704177865673284,1,3.4740020778127496,0.44032489182561063,25.562871890476025,0.4431538160557063,0.33209473219859303,1,2.9450231334166608,0.20199089194858874,0,Colon,1,1,0,1.26313655325112,Colorectal
6,0.7419244693900234,0.5931309125449276,-1,0.3995000227526633,1,2.7831519903279944,0.5268052995788732,29.721411986984013,0.7157144344660209,0.3942229941045226,1,3.5721129106802567,0.3185267521753604,1,Prostate,1,1,0,0.7062155555685283,Prostate
4,0.6561822989918631,0.49989459438065187,-1,0.32201475247002975,0,3.237937175735996,0.7029823412063156,26.162012275654916,0.4636573197886032,0.35756258064199875,1,3.7482035654400176,0.39123630852180724,0,Prostate,0,0,0,1.2705365042678936,Prostate
2,0.7155121590316322,0.663634845857079,-1,0.4240024549132799,0,2.9710474154001503,0.6027393266422786,28.458588072845583,0.6932680475104731,0.38469242336776666,0,3.791049628128597,0.5549740646602279,0,Breast,0,0,1,1.0166688092375797,Breast
6,0.4175002904805475,0.6154549855445681,2,0.2169291224506816,0,2.8659283915726124,0.44751982090578346,27.546795799881316,0.46563815870857844,0.3407001078138825,1,0.22924656496222257,0.4434092290575006,1,Lung,1,1,0,0.9662020976675741,Lung
2,0.7821408874261513,0.5712507311531105,2,0.4887035022364892,0,2.850303604616529,0.7476132213990875,28.16353585214474,0.4143253015001053,0.38655804205747957,1,4.492205216401952,0.15829981363294562,1,Colon,1,1,1,1.2506102702465234,Colorectal
4,0.6158721111136556,0.7608783559172396,1,0.7426477290073494,1,4.2385111213658,0.5549945047381075,20.57055294958967,0.5676668559936798,0.397154179101072,1,1.093724417215408,0.1802969011248101,1,Lung,0,1,1,1.2837355753636537,Lung
6,0.6004447825000782,0.8148051336014102,-1,0.2313753517622591,0,3.7169205893925836,0.7631867098058696,21.572221169831263,0.6137268496524385,0.3998203148833195,0,0.328521729505741,0.41168594686798776,0,Lung,0,0,0,1.2447400997170028,Lung
6,0.8902790905172644,0.5293682524483303,1,0.7261722180701029,1,3.502978572751124,0.6705164441874096,27.268713535945082,0.7726950936235468,0.2722393007339724,0,3.7880177539336577,0.5618151583178704,1,Lung,0,1,0,0.9905724070890881,Lung
2,0.6590372515378093,0.6470979891613451,1,0.24304010652378108,1,4.435090896924113,0.5237205740311338,23.170279590569013,0.7521096136392442,0.31696634844244687,1,1.1553853315629583,0.2834991226754563,0,Prostate,0,1,0,1.186856769075007,Prostate
6,0.8156285215291028,0.5309636944271944,1,0.5345312825905846,1,4.1513932156245055,0.8294907998521852,24.610718504529473,0.44103306513605245,0.2639025588808293,1,3.9396799889838645,0.21652032611397318,0,Lung,1,0,0,1.3818795112231526,Lung
4,0.7613023184069416,0.7510216723730474,1,0.20516396432421302,1,2.545114622217378,0.5861991245436498,28.114675446531514,0.46643854693342324,0.379945509738601,0,2.0623075647515714,0.47568960364715185,0,Prostate,0,0,1,0.7850852607067464,Prostate
2,0.40959243952265173,0.7842783768737711,1,0.7267380246927007,1,4.159198157599102,0.4990259393110171,22.56516120441499,0.43246492471644904,0.3103822290700599,1,0.42294219597052585,0.23733951588999871,0,Breast,0,1,0,1.4294902599435786,Breast
6,0.4303367619095096,0.5759501930469478,2,0.23288097797849205,1,3.4777640296114054,0.4293501278799786,28.682742512932244,0.4390916011667522,0.22283575567155314,0,4.102677952052204,0.18891447672078407,1,Breast,1,1,0,0.58968396364192,Breast
4,0.43679073291361464,0.4848326525094983,1,0.5392975370493456,0,3.468912672076456,0.470335810582776,27.11107510878947,0.5774481750206285,0.2641091800073937,0,2.395901929722965,0.5584889563091977,1,Prostate,0,0,0,1.1458737022588705,Prostate
2,0.4660438158322147,0.629559355813518,2,0.5322586606270241,0,4.075965803517732,0.4646301055037868,26.226014330770138,0.721974717510046,0.22388414426120096,0,4.32889363915665,0.3109500303480285,0,Prostate,0,1,1,1.3567527207703014,Prostate
6,0.8061137384333561,0.5663173254577708,-1,0.6986116168672648,0,3.829364410827937,0.5764615331910175,21.012328944644857,0.5489482328147733,0.36391542905627833,0,4.170164326260764,0.3830395465299167,0,Colon,1,0,0,0.6388095120935161,Colorectal
2,0.4651617091815935,0.6107686449935491,1,0.40760675122634954,1,3.2457185615656488,0.44608122782126125,27.373317726963194,0.5226036909376147,0.3295124436503729,1,3.092130821126384,0.12312741898134286,0,Colon,1,0,1,0.5757413019969359,Colorectal
4,0.8897793814620076,0.4461234649631747,2,0.4994723651858624,1,3.7670439342970603,0.8683930769002788,28.07654860731804,0.5353802521639319,0.3978530634575772,1,3.0194401933235717,0.359016590149554,1,Breast,0,1,1,0.8007803347931625,Breast
6,0.7410111349595412,0.8848009308152485,-1,0.7777966159911343,0,3.2761189596446307,0.6301593243164147,28.20830252851568,0.4574770053533103,0.32108729264597147,0,4.203232338157272,0.5613118296889869,1,Breast,0,1,0,1.3654041628613087,Breast
6,0.7292307388035528,0.6594409388193464,-1,0.7015582740414106,0,4.4502998887741345,0.5650798367429923,27.75313679031153,0.5454019874849377,0.3029189122994239,0,2.5504401530149825,0.47437591692258263,0,Colon,1,1,0,1.102727855314779,Colorectal
